nome,renda,idade,etnia,sexo,casapropria,outrasrendas,estadocivil,escolaridade,default
"Joshua, Thach",3422.630975104332,41.04741222815039,0,0,0,0,0,3,0
"Brittany, Glaser",4066.66355751587,29.127773680800498,1,1,0,0,0,1,1
"Collin, Kobayashi",4743.682560234323,33.55498922340472,1,0,1,1,0,1,0
"Stephon, Cruz",4251.709211916141,30.471974553589796,1,0,0,0,1,2,0
"Haasini, Herndon",3582.3601416507336,45.55480849027742,0,1,0,0,1,3,1
"Braedon, Steinbach",4363.354335901006,23.6791355472322,0,0,1,0,1,1,0
"Brent, Watson",4065.2555494795083,18.548680654726923,1,0,0,0,0,1,1
"Jake, Haberman",2745.5219102388746,52.60242639312887,1,0,1,0,0,2,0
"Henry, Lee",2849.8781381245467,27.22251253146834,1,0,0,0,1,1,1
"Audriana, Gomez-Rojas",2902.0010944115543,20.973122867755592,0,1,0,0,1,2,1
"William, Watchman",3536.029101854867,33.48322219060654,0,0,1,0,1,1,0
"Naaila, al-Rehmann",3375.460396608756,26.777493342711026,1,1,0,0,1,2,1
"Mahmooda, el-Popal",3065.291140306287,52.61028338701418,1,1,0,0,1,1,1
"Michael, Wyatt",3678.686221929932,47.32802786358586,0,0,1,0,1,2,0
"Jay, Abeyta",3780.017539690979,18.738480651774207,0,0,1,0,0,1,0
"Daniel, Bishop",4354.627592721978,32.59184893916478,1,0,1,0,1,1,0
"Jose, Rodriguez",3454.810912723728,18.47672908002145,1,0,1,0,1,2,0
"Julian, Palacios",3904.682452287739,52.086731301815135,0,0,0,0,0,2,0
"Janelle, Calderon",2562.609016079697,28.28832606749149,0,1,0,0,1,1,1
"Gabriel, Sullivan",4774.576926586705,57.07917221342019,1,0,1,1,1,2,0
"Bethelhem, Edmonds",3471.6657154095033,45.830162708866695,0,1,0,0,0,1,1
"Istiaq, Cornelius",4045.560151507981,24.80208762166012,1,0,0,0,1,2,1
"Epifanio, Estrada Gonzalez",2496.0148043508025,44.57540201374715,1,0,0,0,0,2,1
"Mackenzie, Wyman",4175.389493790282,35.639939860659865,0,1,0,1,1,0,0
"Anna, Bailey",3904.756725388501,42.346322508624475,0,1,1,0,1,3,0
"Abdul Ghafoor, el-Nazar",3999.8685611618175,42.524753616733605,0,0,1,0,1,1,0
"Rachael, Kage",2990.6950703234907,29.599407161947475,1,1,0,0,0,3,1
"Stacy, Casias",2248.4716859374566,45.524966675042236,1,1,0,0,0,2,1
"Sidqi, el-Ghazi",3268.2702209790446,60.55057362719439,0,0,1,0,1,1,0
"Myles, Glover",3491.700422466095,40.83134136060144,0,0,1,0,0,2,0
"Charles, Edmondson",4319.450908671561,43.72011882241803,0,0,0,0,0,0,0
"Ruby, Reynolds",2452.526967832503,47.90215222204548,1,1,0,0,0,3,1
"Kye, Nguyen",3498.0343955892117,29.837707974247422,0,0,1,1,0,2,0
"Djanne, Hill",3571.543394823927,53.6157913551833,1,1,0,1,1,3,0
"Jacina, Williams",3347.403831553316,49.38836637458749,1,1,0,0,0,3,1
"Aspen, Turner",2555.5815728351845,42.411965888266934,0,1,0,1,0,1,1
"Tayyiba, el-Akram",4793.6628891300825,37.36449982055349,0,1,1,1,1,2,0
"Rifqa, al-Nassif",4063.490048134047,34.94630940594712,0,1,0,1,1,1,0
" Muzna, el-Mostafa",4827.771448226913,33.48663946425006,0,1,1,0,1,2,0
"Siddharth, Herring",3641.3485622520775,47.003123542659225,1,0,0,0,1,2,0
"Dean, Dillon",4213.34247307288,32.24680938586535,0,0,1,0,1,2,0
"Xiaoyun, Varghese",3910.0669035034416,37.10474696611098,0,1,1,0,1,3,0
"Seher, Moua",4545.889808672972,34.07439793769569,0,0,1,1,1,3,0
"John, Chargualaf",4442.238091861734,54.17268886980646,0,0,1,0,1,2,0
"Iesha, Trujillo",3702.662980364358,22.184548930084365,1,1,0,0,0,1,1
"Karissa, Yang",2509.1187222092626,38.90608342446288,1,1,0,0,0,1,1
"Fakeeha, el-Matin",3953.055094288303,27.659778042226414,1,1,0,0,0,0,1
"Coob, Billiamosa",3886.1875361724387,36.002361337330555,0,0,1,0,0,3,0
"Mykala, Prescott",4074.925013092307,39.8428122862025,0,1,0,0,0,1,1
"Cyra, Smith",4240.905621534549,50.58488097437661,0,1,1,1,1,3,0
"Leonel, Lechuga",3272.2303048314425,19.478556622751057,1,0,1,0,1,3,0
"Alison, Selway",2657.9993161066213,22.77778184246003,1,1,0,0,0,2,1
"Quinten, Diaz",3288.213218180751,43.551240002095824,0,0,1,0,1,1,0
"Abdul Baari, al-Bashir",4830.266300614179,34.68747440885031,0,0,0,1,0,2,0
"Daeja, Lincoln",3804.5743510300076,28.202449421728687,1,1,1,0,1,1,1
"Charles, Stebbins",4168.84268768274,45.26808981709902,0,0,0,1,1,1,0
"Balente, Martinez",2904.4303190949554,42.60147923792759,0,0,1,0,0,3,0
"Shiirah, Bailey",3681.1080519733005,24.220175901990515,0,1,0,0,1,3,1
"Ghaali, al-Haidar",3100.176662419346,47.39580603315728,0,0,0,0,1,1,1
"Michael, Sukkum",3625.470643969631,38.60567351945084,1,0,1,0,0,3,0
"Eunice, Nichols",1944.329299910608,57.909872344457014,1,1,0,0,1,2,1
"Michel, Jimenez",3848.2897076989366,39.791440895421346,0,0,0,1,0,2,0
"Mark, Chambers",3899.9347655826423,20.05074205115013,1,0,0,0,0,0,1
"Maaiz, al-Omar",3648.103398544755,31.85657877111273,0,0,1,1,1,3,0
"Grayson, Kuebler",3649.0612872099373,42.37990566187857,0,1,0,0,0,0,1
"Jordan, Fresquez",2780.5085019946355,47.697877720200275,0,0,0,0,0,1,1
"Tiffany, Emerson",2851.1501982933974,31.446689692170192,0,1,0,1,1,1,1
"Elliott, Krauss",3753.4212637502214,37.31778463096621,0,0,1,0,0,1,0
"Oluwademilade, Birdsong",3427.389857029933,19.76481731562459,1,1,1,0,1,2,1
"Amanda, Hopper",4067.26610752113,32.47077735692639,0,1,1,1,1,0,0
"Mutasim, al-Rehmann",4131.809431258299,48.30172998289312,1,0,0,0,1,2,0
"Abdur Raqeeb, al-Anwar",5104.669232890163,38.7141019204213,1,0,1,0,1,2,0
"Austin, Timmerman",4883.253913786206,38.07333742401592,0,0,1,0,0,1,0
"Wasmaaa, al-Alam",2457.6255015424176,27.029326962902275,0,1,0,0,1,2,1
"Cindy, Glaister",2534.305596276517,38.13643077298409,0,1,0,0,0,2,1
"Brianna, Curtis",3510.287520419736,47.153296444778306,1,1,1,0,0,1,1
"Amru, al-Greiss",1635.2194804626406,43.79327585204264,1,0,1,1,0,2,1
"Bethany, Lopez",3521.7184125947865,19.049395095556974,1,1,1,0,1,0,0
"Orlando, Magana",4536.428548436409,32.36459954741376,0,0,0,1,0,0,0
"Tyler, Dering",3244.574606556051,65.45109738938206,1,0,1,0,1,0,0
"Samuel, Sheppard",4027.982121403526,60.02361871350134,1,0,1,0,0,3,0
"Jameela, al-Aslam",2736.0947301030465,42.00226359887797,1,1,0,0,1,1,1
"Mytasia, Pablo",3363.205890110952,45.67717240934489,0,1,0,0,1,1,0
"Hari, Cha",3557.289453232281,44.7152258027493,0,0,1,0,1,3,0
"Kira, Lo",4565.826407162207,29.418450279967622,0,1,1,1,1,2,0
"Dominic, Zheng",5259.587681425617,31.10445315625535,0,0,1,1,1,2,0
"Abbaas, el-Ishmael",2788.752247344175,18.001450943760574,1,0,0,0,1,1,1
"Albieli, Hernandez",4633.692878619638,34.27296533472759,1,1,1,0,1,2,0
"Shafaaa, al-Guler",2141.544037121991,27.400629134496935,1,1,0,0,0,2,1
"Ghazaala, el-Asmar",2132.9458612066696,31.929401625120967,1,1,0,0,1,3,1
"Ishaun, Schuebel",4667.982541418555,60.735267870899754,0,0,0,0,1,1,0
"Noah, Andrew",4724.010292827992,35.821913710001816,0,0,1,0,1,1,0
"Khaleo, Turner",3586.2023555012925,21.01700858026743,1,0,0,0,1,1,1
"Saul, Jenkins",3837.0881615990415,28.562771273442948,1,0,0,0,1,2,0
"Asia, Wynter",4166.5407873965805,34.75408298963684,1,1,0,0,1,2,1
"Natalie, Rondeau",2974.262950157606,42.98015774189865,1,1,0,0,0,2,1
"Alexandra, Walters",2736.5299094340776,39.86084862545031,1,1,0,0,0,1,1
"Phillip, Das",4222.302915288406,27.15722329748845,0,0,1,1,0,2,0
"Uriel, Payan",4814.236862328823,27.827084109381268,0,0,0,1,0,0,0
"Kathryn, Chakravarty",2838.2875005554706,44.36484201199763,1,1,0,0,1,3,1
"David, Goff",3119.862304852434,34.95583656168527,0,0,0,0,1,2,0
"Abigail, Sanders",2492.9051567740535,47.72219933887082,1,1,0,0,0,2,1
"Susanna, Wu",4048.844009348032,25.381618736287194,1,1,0,0,1,1,1
"Matthew, Baker",3165.488550832324,28.677737963979915,0,0,1,0,1,3,0
"Donald, Brooks",3899.124117703836,49.70726206368738,0,0,1,0,1,1,0
"Stephanie, Minjarez",3672.7276369841265,40.198621197015555,0,1,0,0,1,2,0
"Michael, Paul",4507.664800865821,48.47787334549402,0,0,1,1,1,2,0
"Quinton, Tat",3052.4055517815314,53.96486562468142,0,0,1,1,1,0,0
"Raelin, Wilson",3808.795863344373,19.183602117850107,0,1,1,0,1,1,0
"Francesca, Russo",3438.681150641498,51.93752526012106,1,1,1,0,1,2,1
"Christopher, Balderrama Moran",4421.917448389057,42.732329793437735,1,0,1,0,1,3,0
"Yal, Kresge",2206.2559095732695,36.17836462531689,1,1,0,0,1,1,1
"Tyler, Mcgill",3269.4231735592666,29.13517463229579,0,0,1,0,1,2,0
"Aasim, al-Mohammadi",2952.080850058037,30.17692082036529,1,0,0,0,1,2,1
"Taylor, Harvey",3593.7801307304658,49.00347221271528,0,1,0,0,0,1,1
"Dylan, Bell",3216.5524066287667,41.90907705445964,1,0,1,0,1,0,0
"Saalim, al-Farid",4582.415912984489,18.6952534384436,0,0,0,0,1,2,0
"Najeem, el-Darwish",5125.009927538379,44.443993516687215,0,0,1,1,0,3,0
"Muhyddeen, al-Abed",4107.598110262338,37.40705319934336,0,0,1,0,1,3,0
"Timothy, Barnes",3920.5206597625206,44.68005529224767,0,0,1,0,1,1,0
"Anthony, Nguyen",4961.343967093981,19.174627570465304,1,0,1,0,0,3,0
"Afeefa, el-Meer",1959.7317801814884,36.615626015712806,1,1,0,0,1,2,1
"Adrian, Becerra Torres",3255.6322638670854,18.07457855436951,0,0,0,0,1,2,0
"Rio, Sivisay",3418.525132160674,53.20186301189135,1,1,1,0,1,2,0
"Si Hien, Nguyen",2891.894957543507,54.788265655591445,0,0,1,0,1,1,0
"Trenell, Aragon",2505.2235478670787,53.26929782930539,0,0,0,0,1,2,1
"Donovan, Scharer",4589.513634099889,37.6563278852503,0,0,0,0,0,3,0
"Hae, Kim",3330.1540530070033,47.82825499439796,1,1,0,0,0,1,1
"Michael, Solorzano",3539.0317123816367,57.58121802626345,0,0,0,1,1,1,0
"Haleema, al-Elamin",4463.55938089819,36.12529148382599,0,1,1,1,1,1,0
"Omari, Reece",3034.096060822465,41.92935971556088,1,0,0,0,1,2,0
"Nalye, Frederick",4508.3868020736845,36.91567448343425,1,1,1,1,0,0,0
"Wailana, Le",2925.7563784546055,45.98197015711219,1,1,0,0,1,2,1
"Kianna, Plunkett",2592.447786402997,21.75061175996313,0,1,0,0,1,2,1
"Sarah, Reyes",3776.765771403835,52.97335041306124,0,1,1,0,1,0,0
"Eric, Olivas-Lujan",4231.587736977647,19.841619710154568,1,0,0,1,0,3,0
"Laura, Loera-Silva",2953.6056141962385,39.76352871390449,0,1,0,0,0,1,1
"Andrew, Cusick",4504.861531773022,28.16754710298268,0,0,1,0,0,1,0
"Cheyenne, Whitetree",3382.64758442128,49.549159368220735,0,1,0,0,0,1,1
"Jerry, Le",2622.2482799681193,27.864953124796934,1,0,0,0,1,1,1
"Edna, Mejia",2218.1244390679212,42.206418777685016,0,1,0,0,0,2,1
"Rachel, Gates",2127.262685132716,22.81563110501481,1,1,0,0,1,1,1
"Brendan, Fink",3360.6154739054164,38.688887337699114,1,0,0,1,1,2,0
"Radiyya, el-Salahuddin",3648.6880320031105,47.08927066842695,0,1,0,0,1,2,0
"Spiro, Vandersypen",2892.142372253388,51.75770119774294,0,0,0,0,1,2,0
"Tanishia, Watchman",3117.132791494643,40.842235369341736,0,1,0,0,0,1,1
"Amanda, Ray",2735.5006147828253,35.327437582567796,1,1,0,0,1,2,1
"Angel, Avalos Rivera",4930.516040771801,35.206732399805595,0,0,1,0,1,2,0
"Audrey, Giunta",2508.779530542836,22.30745209860001,1,1,0,0,1,2,1
"Bailey, Ford",3240.041318654981,40.062081678494856,0,0,0,0,1,1,0
"Kevin, Allan",4696.609285260287,40.489734413387275,1,0,1,1,1,3,0
"Jasmine, Candelaria",3012.5660703539543,47.32427977267323,0,1,0,0,1,1,1
"Dakota, Crowe",2315.9363883462665,38.14057194757363,1,1,0,0,1,2,1
"Samuel, Hernandez",2698.3651355018465,54.05214327682936,1,0,0,0,1,2,1
"Shawn, Nguyen",3778.2091668093035,28.872957717660416,0,0,0,0,1,2,0
"Monica, Avorque",3018.375718083027,18.248273009188438,1,1,1,0,0,2,0
"Brandy, Helfer",2862.8107042717284,32.855039113338876,1,1,0,0,1,1,1
"Dominique, Bennett",2619.5453592810877,47.0909937237225,0,1,0,0,0,0,1
"Ryan, Graumann",4405.306412622471,41.366382726101925,0,0,1,0,0,2,0
"Farha, el-Kanan",3409.526546084228,20.483770593913455,0,1,0,0,0,3,1
"Bania, Ruiz",3767.01419258276,55.242358928557636,0,1,0,0,0,3,1
"Von Buddenbrock, Robinson",3898.096139234841,49.26967232082249,0,0,1,1,1,2,0
"Maa'iz, al-Munir",4421.181886900232,40.55333524534047,1,0,1,1,0,3,0
"David, Sidberry",3051.2413224565566,45.400474029734156,1,0,0,1,1,2,1
"Erick, Rodriguez",4781.215452094191,19.703900508582592,1,0,0,1,1,3,0
"Himma, el-Salameh",2540.2095877385805,41.8082323033801,1,1,0,0,0,1,1
"Jacob, Culverwell",3203.523229809027,21.362035145051777,1,0,1,1,0,2,0
"Johnathan, Greenberry",4065.1850822535653,27.71233020856285,0,0,1,0,1,2,0
"Natasha, Perez",4449.05699513896,43.39718344798993,1,1,1,0,0,2,1
"Ronnie, Little",3610.775885768978,19.486289244795636,1,0,0,0,1,1,1
"Mackenzie, Jacobs",2971.763475590102,37.193256908411904,0,1,0,0,1,1,0
"Davia, Bathrick",3471.7488662327787,23.09251613562244,0,1,0,1,0,3,1
"Austin, Geshick",3557.290799820496,35.6226011761553,1,0,0,0,0,2,1
"Dakota, Hamilton",4569.752782555246,47.771730295738095,0,1,1,0,1,0,0
"Mariah, Abell-Payne",3319.6496100638333,30.28892594746083,1,1,1,1,0,3,0
"Sawyer, Mills",3764.9773574691635,41.06183119137793,1,0,1,0,1,3,0
"Jennifer, Mcgrier",3685.48201782237,33.97648682784609,0,1,0,0,1,1,0
"Angela, Fifita",2201.5543806936075,52.21452276379689,1,1,0,0,1,0,1
"Patrick, White",4670.464761853049,61.41964061893164,0,0,1,1,1,2,0
"Dylan, Leonard",3689.0385837256126,51.759064704459014,0,0,0,0,0,2,0
"Zackary, Medrano Trejo",3707.561010957228,44.432160371092074,1,0,1,0,1,2,0
"Deirdre, Martinez",3071.0687940987427,22.621625855354047,1,1,0,1,0,1,1
"Lourdes, Llanas Brito",3292.5512249280455,20.646686210641434,0,1,0,0,1,1,1
"William, Hicks",3917.121811116075,24.335070896803664,0,0,1,0,0,2,0
"Wajdiyya, al-Aslam",4793.767582293249,48.419489434250956,1,1,0,1,0,2,0
"Navro, Mills",3313.7626219067456,48.332583028727235,0,0,1,0,0,3,0
"Halie, Lascala",2763.4125099746084,39.74344604564517,1,1,0,0,0,1,1
"Pedro, Morales",4689.777065324009,51.425583976904946,1,0,1,1,1,2,0
"Megan, Turner",2583.5032528463166,20.623392396606505,0,1,0,0,1,3,1
"Alyssa, Lang",3358.9507832214913,44.9247783992463,0,1,1,0,0,1,0
"Jakob, Whitebull-Delgado",3707.8263827114024,50.387643530982366,1,0,1,1,1,0,0
"Woo Tack, Nadiadi",3868.5142658841705,41.2181343349698,1,0,1,1,1,1,0
"Isaiah, Powell",1585.5525018591222,60.140477517052545,1,0,1,0,0,2,1
"Jasoor, al-Nawaz",5207.146255429164,41.92273156665371,0,0,1,0,0,3,0
"Kaatima, el-Mansouri",4898.125930335551,38.93149996499605,1,1,0,0,1,2,0
"Larae, Keyer",2042.808522019834,57.22544285983029,0,1,0,1,0,1,1
"Jafar, al-Ghanem",3055.5818830270396,49.025477494906376,1,0,0,0,1,2,1
"Tierra, Desta",1867.8182728043648,38.39121778220193,1,1,0,0,1,0,1
"Inaaya, el-Dawood",3717.9694936299147,48.48159151700304,1,1,0,0,0,0,1
"Rabdaa, el-Imam",4784.509825414345,30.16835022115161,0,1,1,0,0,1,0
"Aidan, Thibedeau",3329.9493775406245,46.00845253432756,1,0,1,0,1,0,1
"Jasirii, Green",4588.691396184609,39.13149354444478,0,0,1,0,1,2,0
"Scott, Kinchen",3229.834785115191,52.85725105928071,1,0,0,0,0,2,1
"Jeremy, Parnell",3813.0008869511485,32.84231283965139,1,0,1,0,1,2,0
"Taylor, Hamilton",2962.2566006311354,22.046946098757314,1,1,1,1,1,2,1
"Boyd, Thomas",3740.767076993132,52.52062707365678,1,0,0,0,0,0,0
"Jamaul, Flowers",4207.887347230633,38.920140028783976,0,0,1,0,1,3,0
"Sean, Huppert",2220.1321190004082,25.069888390108737,1,0,0,0,0,2,1
"Michael, Amaro",3457.7541237916234,25.130223916659858,1,0,1,0,0,3,0
"Samantha, Nicholson",3286.712149293621,39.53386883544357,0,1,1,0,1,2,0
"Connor, Malcom",4408.43621108547,42.740750696401165,0,0,1,0,0,2,0
"Layth, Heller",3751.6687137540694,33.62561036413705,0,0,1,0,1,0,0
"Paris, Cook",4765.706584694599,39.20254513767685,1,1,1,0,1,1,0
"Jenna, Lee",4141.321807343277,23.165976235456032,1,1,0,0,0,1,1
"Makayla, Rodriguez",3073.3993050299987,63.88849243478528,0,1,1,1,0,2,0
"James, Case",4949.122709528858,32.23096757569094,1,0,0,1,1,2,0
"Dyami, Gates",3251.928611779197,21.789734825491905,0,0,0,0,1,1,0
"Florita, Ortega",3361.7869908622465,33.762356401547905,0,1,1,0,1,3,0
"Jordan, Rodriguez",2446.833349000419,46.998159445287534,1,1,0,0,1,1,1
"Manuel, Soto",3789.6617030407942,51.67127170943042,0,0,1,1,0,2,0
"Clayton, Hughes",4088.9953859849825,42.92945176622489,1,0,1,0,0,2,0
"Michell, Ho",4719.361641262902,49.422995775144514,0,1,1,1,1,1,0
"Deekota, Randall",4889.253154569775,37.61888239713072,0,0,1,0,1,2,0
"Cirilia, Heredia",3260.049997343151,27.526591658615118,1,1,0,0,0,2,1
"Yaasmeena, el-Chahine",1965.6722678728747,41.81018990416849,0,1,0,0,0,3,1
"Haafil, el-Salame",3591.775862816013,28.87914291309436,1,0,0,0,0,2,1
"Amartuvshin, Lee",3207.917610464442,34.81423986400689,0,0,0,0,0,1,1
"Carlos, Aranda",4525.851770539899,22.824301761183666,0,0,1,1,1,2,0
"Elena, Lial",3478.847974313361,34.66564948455069,0,1,0,1,1,2,0
"Peter, Fukushima",2136.9120154250263,40.2502725174717,0,0,0,0,0,1,1
"William, Moua",2845.7431870040446,35.09469590034835,1,0,0,0,1,3,1
"Matthew, Batiste",3283.2006567848157,44.63078641367724,1,0,0,1,1,1,0
"Jacky, Tan",3289.96361404283,23.450986681452132,0,0,0,0,0,1,1
"Annie, Lambrite",3582.1628350618357,56.75178661028793,0,1,0,0,1,0,0
"Felicity, Piekenbrock",3643.4165749760587,31.4221560480387,1,1,1,0,1,1,1
"Valerie, Davis Jr",2852.2365994750885,36.979175022974474,0,1,1,0,1,1,1
"Arman, Divido",4678.534505871399,45.59693144756401,0,0,1,0,1,0,0
"Maisoon, al-Diab",4318.027065303207,21.119829908013344,0,0,1,0,0,3,0
"Naasiruddeen, el-Sultana",3335.822707393455,31.609353184441844,0,0,1,0,0,2,1
"Adhraaa, el-Nassif",2453.204682748853,46.875913675899824,1,1,0,0,0,0,1
"Jamie, Allard",3282.030711905245,43.90461261992727,1,1,0,0,1,0,1
"Jenessa, Leroux",3938.5469864697243,55.20888858270929,1,1,0,0,1,2,0
"Furqaan, al-Amara",4706.986212428777,36.47690737283878,0,0,1,1,0,2,0
"Gabriell, Ortega-Aragon",2679.1735811614417,44.82092137946863,0,1,0,0,0,0,1
"Aaron, Conchas-Loma",3729.9290317769946,24.49592443098291,0,0,0,0,1,1,0
"Brian, Namkoong",4651.960932798956,44.11491085976712,1,0,1,0,0,3,0
"Robert, Shaw",4127.94217086115,49.4751336957849,0,0,1,1,1,3,0
"Malik, Works",4085.3456119792468,38.4547133415317,0,0,0,0,1,2,0
"Jerry, Wickwire",4379.694582759358,42.71299654740987,1,0,1,0,1,2,0
"Arwa, al-Nawaz",4575.1258476300345,35.92150544043797,0,1,1,0,0,2,0
"Zain, al-Nouri",5196.480872111146,45.15102577902369,1,0,0,1,1,2,0
"Christopher, Laguardia",3384.414888614712,43.70395289967277,1,0,0,0,0,2,1
"Guillermo, Martinez",2905.0658687495666,48.91453909972351,0,0,1,0,0,1,1
"Jason, Mcmillion-Colbert",4597.899824918843,30.16407137957342,0,0,0,1,0,2,0
"Prerit, Xiong",4543.194239340202,33.52161547014825,0,0,1,0,0,1,0
"Nikolas, Reyes",4879.286195941939,49.064742082807534,0,0,0,0,0,2,0
"Hissa, al-Abood",2919.1909669591723,28.23146926747432,1,1,0,0,0,0,1
"Sydney, Dellinger",3193.738670334155,57.198179889113234,1,1,0,0,1,2,1
"Aaron, Garcia",4579.401214719035,32.73331468006626,0,0,0,0,1,0,0
"Philman, Rouillard",2879.9556994471213,41.34107278537113,0,0,1,0,0,0,0
"Sajiyya, al-Ben",4528.039984850567,33.282548368763834,0,1,1,0,1,3,0
"Cassie, Failing",5194.688839183933,32.05653485937901,0,1,1,0,0,0,0
"Russell, Ford",3846.097851372706,47.814689846912,1,0,0,0,0,1,0
"Isaiah, Gordon-Hughes",4848.621665274387,37.08435250712007,0,0,0,1,1,2,0
"Kamry, Kieselstein",2565.6815996126707,46.48379146246137,0,1,0,0,0,0,1
"Maureesha, Taylor",3056.9392413226615,44.06755700493899,1,1,1,0,0,1,1
"Jameel, el-Sheikh",2634.934356321015,29.53766620510588,1,0,0,1,1,2,1
"Marrietta, Moore",3737.840685278617,26.92862551423213,1,1,1,1,1,3,0
"Estefanny, Villares",3597.9225278659383,47.29872545969857,0,1,0,0,1,2,0
"Kindra, Gulley",4421.234083545269,19.924908287015498,1,1,1,0,1,3,0
"Nico, Lee",4374.779565563808,63.86265834546283,1,0,1,0,1,2,0
"Haley, Bennett",4210.218481888853,53.46109756044835,0,1,1,1,1,2,0
"Camille, Hawkins",3650.601354336839,18.295436281710863,1,1,0,0,1,1,1
"Alfred, Musick-Occhiuto",2986.643126823148,27.745932799368482,1,0,1,0,1,0,1
"Bassaam, al-Imam",4398.17548190326,58.71338254982933,0,0,1,0,1,2,0
"Silmi, al-Hossain",2776.9992419505124,51.75643826809011,1,0,0,0,1,1,1
"Kassandra, Romero-Kuehr",2523.314866122184,26.183487850628545,1,1,0,0,1,2,1
"Tiana, Batts",2465.6649252983925,37.54525648269775,0,1,1,0,1,2,1
"David, Abraham",2731.7077393583804,61.02577496748171,1,0,0,0,1,2,1
"Allan, Lee",3040.5599901067576,38.984266716016734,0,0,0,0,0,1,1
"Rikki, Manchego",1914.2380697861859,20.928606380708516,1,1,1,0,0,2,1
"Lady Diane, Moon",2835.188312825,53.20368382459945,1,1,1,1,0,1,1
"Norris, Cotter",4139.2692101685925,58.284691257952396,1,0,0,1,1,2,0
"Denise, Rodriguez",3500.5774007506147,55.43069559581903,1,1,0,0,0,2,1
"Tuhfa, el-Ghazi",2725.6113506336096,51.986213183916895,1,1,0,0,1,1,1
"William, Caccamise",3529.6107091843614,57.716340817300924,0,0,1,0,1,2,0
"Sequoya, Baasch",3776.7339263885333,61.831852303048976,1,0,1,0,0,3,0
"Sawada, el-Nagi",2447.687926485848,49.92245529572298,1,1,0,0,1,2,1
"Pharo, Carson",1685.4756562221842,55.42182826568378,0,0,0,0,1,1,1
"Yusuke, Yu",2461.5999582514064,48.13836644401113,0,0,0,1,0,1,1
"Edward, Ortiz",2665.288320911504,28.400121869614168,0,0,1,1,0,2,0
"Thureese, Crews",2110.940973715727,54.541553223697,0,0,0,0,0,3,1
"Mija, Tieu",3011.3344055461444,23.24595095803518,0,1,0,0,0,2,1
"Brian, Brandt",3035.9351507280626,25.662396310267482,1,0,0,0,1,2,1
"Samantha, Campos",4722.488116555609,45.28826621326592,0,1,1,1,0,3,0
"Ashqar, al-Hassan",3731.713747512164,27.54554710847413,0,0,0,0,0,3,1
"Rohith, Tran",4839.792289765271,40.638080607502864,1,0,0,1,0,0,0
"Cuauhtemoc, Pavisook",3232.536782831611,46.67053778236546,0,0,1,0,0,2,0
"Andrew, O Malley",3700.4654985191955,41.660111733732585,0,0,1,1,0,3,0
"Reed, Lofgreen",4125.629697753022,37.392944440222294,1,0,0,0,1,2,1
"Sang Kyun, Wyeno",3202.043946096782,50.00964639387336,0,0,1,0,1,3,0
"Emily, Spencer",3196.5297825313687,60.427094300637656,0,1,0,0,0,2,1
"Yihang, Davis",3354.7359995960096,33.33003558132838,0,0,0,0,1,2,1
"Wesley, Marcy",3063.9412552994604,34.04051830084707,1,0,1,0,0,1,1
"Afaaf, el-Hakim",3053.166415214532,18.757065483641302,1,1,1,0,1,2,1
"Haaroon, el-Guler",2216.600973506106,44.51045198420985,1,0,1,0,1,2,1
"Karelly, Chavez",3474.093864974118,18.45960409194231,1,1,0,0,0,2,1
"Emily, Myers",2028.6826211409043,30.87177012878273,1,1,1,0,1,1,1
"Megan, Benner",3794.870672623248,47.92477681717165,0,1,1,0,1,3,0
"Eva, Dunn",1805.422992796635,43.92007476808913,0,1,0,0,1,1,1
"Alexa, Cordero",2879.285182171623,43.09218163762828,1,1,0,1,1,0,1
"Cole, Costas",3975.9781305007027,46.576716257679436,0,0,0,0,1,2,0
"Mufeeda, al-Sadri",3402.3392647335277,44.61168577169435,0,1,0,0,1,1,0
"Mumtaaza, el-Aman",3533.8250033423196,38.804054824267254,1,1,0,0,1,0,1
"Mingyue, Stebbins",4209.014322709805,20.58244095183909,0,1,1,0,0,0,0
"Kendell, Begay",3945.133254094072,36.54588974953202,1,1,1,1,0,3,0
"Annamarie, Batchelder",4443.264482634597,33.83117560627897,0,1,0,0,1,3,0
"Keith, Duran",3278.571512570154,43.1235401287862,0,0,1,1,0,2,0
"Julian, Bravo",4028.6383502564913,52.55682036024701,0,0,1,0,1,2,0
"Dalton, Clark",4811.188553064157,35.27845428923191,0,0,1,0,1,3,0
"Elizabeth, Garcia",3592.5977787608426,45.632852089165816,1,1,0,0,0,2,1
"Russell, Land",3440.1295204355965,43.74252121422769,0,0,1,0,1,3,0
"Dylan, Rogers",3295.5772820701113,30.172267219874918,0,0,0,0,1,2,1
"Aadil, al-Shafi",2838.1818656633777,38.20592305237351,0,0,1,0,1,2,1
"Madeline, Mc Clure",4283.254246700108,27.255868978381645,0,1,1,0,0,2,0
"Vincent, Cedeno",5102.453751134995,34.96425170087577,0,0,1,1,1,2,0
"Rey, Quinones-Ortiz",4837.706246721433,48.21593148236123,0,0,1,0,1,2,0
"Randal, Posey",3074.118640335234,29.599646696114295,1,0,0,0,1,1,1
"Camron, Klausner",4691.048073653895,35.11299862331579,0,0,0,0,1,1,0
"Katelyn, Robinson",4632.924015881155,27.375760941954265,1,1,1,1,1,2,0
"Aylissa, Roberts",3333.3876691055534,58.5071346859627,1,1,0,0,1,2,1
